路径	类型	新状态	依据
D:\博士\Protein contour\Phospho\biophys_json\O95390.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95391.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95393.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95394.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95395.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95396.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95397.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95398.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95399.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95400.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95402.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95405.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95406.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95407.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95409.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95411.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95415.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95416.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95424.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95425.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95427.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95428.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95429.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95433.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95436.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95445.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95447.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95450.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95452.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95453.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95455.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95456.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95460.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95461.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95466.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\O95467.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
